site_id,site_name,latitude,longitude,county,state
dg-fl-21310,Dollar General #21310,25.8532,-80.1912,Miami-Dade County,FL
dg-fl-16890,Dollar General #16890,27.8602,-82.6290,Pinellas County,FL
dg-fl-18420,Dollar General #18420,28.1014,-81.8921,Polk County,FL
dg-ga-16930,Dollar General #16930,33.7678,-84.2990,Fulton County,GA
dg-ga-19204,Dollar General #19204,33.5012,-81.9301,Richmond County,GA
dg-ga-14940,Dollar General #14940,32.4789,-84.9112,Muscogee County,GA
dg-ga-20402,Dollar General #20402,32.1121,-81.0745,Chatham County,GA
dg-ga-18210,Dollar General #18210,32.8604,-83.6141,Bibb County,GA
dg-az-17240,Dollar General #17240,33.5158,-111.9714,Maricopa County,AZ
dg-az-20830,Dollar General #20830,32.2312,-110.9178,Pima County,AZ
dg-az-15920,Dollar General #15920,32.9290,-111.6845,Pinal County,AZ
dg-az-18890,Dollar General #18890,35.2514,-113.9710,Mohave County,AZ
dg-ca-19402,Dollar General #19402,34.0789,-118.1956,Los Angeles County,CA
dg-ca-17930,Dollar General #17930,32.7545,-117.0801,San Diego County,CA
dg-ca-20204,Dollar General #20204,34.0012,-117.3390,Riverside County,CA
dg-ca-16401,Dollar General #16401,38.6801,-121.3902,Sacramento County,CA
dg-nc-18320,Dollar General #18320,35.8390,-78.5301,Wake County,NC
dg-nc-20405,Dollar General #20405,35.2901,-80.8290,Mecklenburg County,NC
dg-nc-16820,Dollar General #16820,36.1312,-79.7201,Guilford County,NC
dg-oh-17940,Dollar General #17940,40.0078,-82.9089,Franklin County,OH
dg-oh-19310,Dollar General #19310,41.5689,-81.6101,Cuyahoga County,OH
dg-oh-15830,Dollar General #15830,39.8045,-84.1701,Montgomery County,OH
dg-tx-15421,Dollar General #15421,31.6748,-94.5962,Nacogdoches County,TX
dg-tx-19592,Dollar General #19592,29.8308,-96.1114,Austin County,TX
dg-tx-22143,Dollar General #22143,31.9391,-102.2741,Ector County,TX
dg-tx-13030,Dollar General #13030,30.5562,-97.6193,Williamson County,TX
dg-tx-16502,Dollar General #16502,30.2564,-95.3665,Montgomery County,TX
dg-tx-18930,Dollar General #18930,30.7354,-96.3191,Brazos County,TX
dg-tx-20301,Dollar General #20301,31.1392,-97.2962,Bell County,TX
dg-tx-17640,Dollar General #17640,29.7671,-98.0295,Comal County,TX
dg-tx-14990,Dollar General #14990,32.7764,-97.7462,Parker County,TX
dg-tx-23204,Dollar General #23204,30.3462,-95.4191,Montgomery County,TX
dg-fl-17840,Dollar General #17840,28.7228,-81.4484,Orange County,FL
dg-fl-20020,Dollar General #20020,28.0339,-82.3664,Hillsborough County,FL
dg-fl-15602,Dollar General #15602,30.4539,-81.6595,Duval County,FL
dg-fl-21410,Dollar General #21410,25.8582,-80.1862,Miami-Dade County,FL
dg-fl-16990,Dollar General #16990,27.8652,-82.6240,Pinellas County,FL
dg-fl-18520,Dollar General #18520,28.1064,-81.8871,Polk County,FL
dg-ga-17030,Dollar General #17030,33.7728,-84.2940,Fulton County,GA
dg-ga-19304,Dollar General #19304,33.5062,-81.9251,Richmond County,GA
dg-ga-15040,Dollar General #15040,32.4839,-84.9062,Muscogee County,GA
dg-ga-20502,Dollar General #20502,32.1171,-81.0695,Chatham County,GA
dg-ga-18310,Dollar General #18310,32.8654,-83.6091,Bibb County,GA
dg-az-17340,Dollar General #17340,33.5208,-111.9664,Maricopa County,AZ
dg-az-20930,Dollar General #20930,32.2362,-110.9128,Pima County,AZ
dg-az-16020,Dollar General #16020,32.9340,-111.6795,Pinal County,AZ
dg-az-18990,Dollar General #18990,35.2564,-113.9660,Mohave County,AZ
dg-ca-19502,Dollar General #19502,34.0839,-118.1906,Los Angeles County,CA
dg-ca-18030,Dollar General #18030,32.7595,-117.0751,San Diego County,CA
dg-ca-20304,Dollar General #20304,34.0062,-117.3340,Riverside County,CA
dg-ca-16501,Dollar General #16501,38.6851,-121.3852,Sacramento County,CA
dg-nc-18420,Dollar General #18420,35.8440,-78.5251,Wake County,NC
dg-nc-20505,Dollar General #20505,35.2951,-80.8240,Mecklenburg County,NC
dg-nc-16920,Dollar General #16920,36.1362,-79.7151,Guilford County,NC
dg-oh-18040,Dollar General #18040,40.0128,-82.9039,Franklin County,OH
dg-oh-19410,Dollar General #19410,41.5739,-81.6051,Cuyahoga County,OH
dg-oh-15930,Dollar General #15930,39.8095,-84.1651,Montgomery County,OH
dg-tx-15521,Dollar General #15521,31.6798,-94.5912,Nacogdoches County,TX
dg-tx-19692,Dollar General #19692,29.8358,-96.1064,Austin County,TX
dg-tx-22243,Dollar General #22243,31.9441,-102.2691,Ector County,TX
dg-tx-13130,Dollar General #13130,30.5612,-97.6143,Williamson County,TX
dg-tx-16602,Dollar General #16602,30.2614,-95.3615,Montgomery County,TX
dg-tx-19030,Dollar General #19030,30.7404,-96.3141,Brazos County,TX
dg-tx-20401,Dollar General #20401,31.1442,-97.2912,Bell County,TX
dg-tx-17740,Dollar General #17740,29.7721,-98.0245,Comal County,TX
dg-tx-15090,Dollar General #15090,32.7814,-97.7412,Parker County,TX
dg-tx-23304,Dollar General #23304,30.3512,-95.4141,Montgomery County,TX
dg-fl-17940,Dollar General #17940,28.7278,-81.4434,Orange County,FL
dg-fl-20120,Dollar General #20120,28.0389,-82.3614,Hillsborough County,FL
dg-fl-15702,Dollar General #15702,30.4589,-81.6545,Duval County,FL
dg-fl-21510,Dollar General #21510,25.8632,-80.1812,Miami-Dade County,FL
dg-fl-17090,Dollar General #17090,27.8702,-82.6190,Pinellas County,FL
dg-fl-18620,Dollar General #18620,28.1114,-81.8821,Polk County,FL
dg-ga-17130,Dollar General #17130,33.7778,-84.2890,Fulton County,GA
dg-ga-19404,Dollar General #19404,33.5112,-81.9201,Richmond County,GA
dg-ga-15140,Dollar General #15140,32.4889,-84.9012,Muscogee County,GA
dg-ga-20602,Dollar General #20602,32.1221,-81.0645,Chatham County,GA
dg-ga-18410,Dollar General #18410,32.8704,-83.6041,Bibb County,GA
dg-az-17440,Dollar General #17440,33.5258,-111.9614,Maricopa County,AZ
dg-az-21030,Dollar General #21030,32.2412,-110.9078,Pima County,AZ
dg-az-16120,Dollar General #16120,32.9390,-111.6745,Pinal County,AZ
dg-az-19090,Dollar General #19090,35.2614,-113.9610,Mohave County,AZ
dg-ca-19602,Dollar General #19602,34.0889,-118.1856,Los Angeles County,CA
dg-ca-18130,Dollar General #18130,32.7645,-117.0701,San Diego County,CA
dg-ca-20404,Dollar General #20404,34.0112,-117.3290,Riverside County,CA
dg-ca-16601,Dollar General #16601,38.6901,-121.3802,Sacramento County,CA
dg-nc-18520,Dollar General #18520,35.8490,-78.5201,Wake County,NC
dg-nc-20605,Dollar General #20605,35.3001,-80.8190,Mecklenburg County,NC
dg-nc-17020,Dollar General #17020,36.1412,-79.7101,Guilford County,NC
dg-oh-18140,Dollar General #18140,40.0178,-82.8989,Franklin County,OH
dg-oh-19510,Dollar General #19510,41.5789,-81.6001,Cuyahoga County,OH
dg-oh-16030,Dollar General #16030,39.8145,-84.1601,Montgomery County,OH
dg-tx-15621,Dollar General #15621,31.6848,-94.5862,Nacogdoches County,TX
dg-tx-19792,Dollar General #19792,29.8408,-96.1014,Austin County,TX
dg-tx-22343,Dollar General #22343,31.9491,-102.2641,Ector County,TX
dg-tx-13230,Dollar General #13230,30.5662,-97.6093,Williamson County,TX
dg-tx-16702,Dollar General #16702,30.2664,-95.3565,Montgomery County,TX
dg-tx-19130,Dollar General #19130,30.7454,-96.3091,Brazos County,TX
dg-tx-20501,Dollar General #20501,31.1492,-97.2862,Bell County,TX
dg-tx-17840,Dollar General #17840,29.7771,-98.0195,Comal County,TX
dg-tx-15190,Dollar General #15190,32.7864,-97.7362,Parker County,TX
dg-tx-23404,Dollar General #23404,30.3562,-95.4091,Montgomery County,TX
dg-fl-18040,Dollar General #18040,28.7328,-81.4384,Orange County,FL
dg-fl-20220,Dollar General #20220,28.0439,-82.3564,Hillsborough County,FL
dg-fl-15802,Dollar General #15802,30.4639,-81.6495,Duval County,FL
dg-fl-21610,Dollar General #21610,25.8682,-80.1762,Miami-Dade County,FL
dg-fl-17190,Dollar General #17190,27.8752,-82.6140,Pinellas County,FL
dg-fl-18720,Dollar General #18720,28.1164,-81.8771,Polk County,FL
dg-ga-17230,Dollar General #17230,33.7828,-84.2840,Fulton County,GA
dg-ga-19504,Dollar General #19504,33.5162,-81.9151,Richmond County,GA
dg-ga-15240,Dollar General #15240,32.4939,-84.8962,Muscogee County,GA
dg-ga-20702,Dollar General #20702,32.1271,-81.0595,Chatham County,GA
dg-ga-18510,Dollar General #18510,32.8754,-83.5991,Bibb County,GA
dg-az-17540,Dollar General #17540,33.5308,-111.9564,Maricopa County,AZ
dg-az-21130,Dollar General #21130,32.2462,-110.9028,Pima County,AZ
dg-az-16220,Dollar General #16220,32.9440,-111.6695,Pinal County,AZ
dg-az-19190,Dollar General #19190,35.2664,-113.9560,Mohave County,AZ
dg-ca-19702,Dollar General #19702,34.0939,-118.1806,Los Angeles County,CA
dg-ca-18230,Dollar General #18230,32.7695,-117.0651,San Diego County,CA
dg-ca-20504,Dollar General #20504,34.0162,-117.3240,Riverside County,CA
dg-ca-16701,Dollar General #16701,38.6951,-121.3752,Sacramento County,CA
dg-nc-18620,Dollar General #18620,35.8540,-78.5151,Wake County,NC
dg-nc-20705,Dollar General #20705,35.3051,-80.8140,Mecklenburg County,NC
dg-nc-17120,Dollar General #17120,36.1462,-79.7051,Guilford County,NC
dg-oh-18240,Dollar General #18240,40.0228,-82.8939,Franklin County,OH
dg-oh-19610,Dollar General #19610,41.5839,-81.5951,Cuyahoga County,OH
dg-oh-16130,Dollar General #16130,39.8195,-84.1551,Montgomery County,OH
dg-tx-15721,Dollar General #15721,31.6898,-94.5812,Nacogdoches County,TX
dg-tx-19892,Dollar General #19892,29.8458,-96.0964,Austin County,TX
dg-tx-22443,Dollar General #22443,31.9541,-102.2591,Ector County,TX
dg-tx-13330,Dollar General #13330,30.5712,-97.6043,Williamson County,TX
dg-tx-16802,Dollar General #16802,30.2714,-95.3515,Montgomery County,TX
dg-tx-19230,Dollar General #19230,30.7504,-96.3041,Brazos County,TX
dg-tx-20601,Dollar General #20601,31.1542,-97.2812,Bell County,TX
dg-tx-17940,Dollar General #17940,29.7821,-98.0145,Comal County,TX
dg-tx-15290,Dollar General #15290,32.7914,-97.7312,Parker County,TX
dg-tx-23504,Dollar General #23504,30.3612,-95.4041,Montgomery County,TX
